Peak Energy Use (HVAC) [kWh],Peak Energy Use (HVAC and Personal Equipment) [kWh],Daily Energy Use (HVAC) [kWh],Daily Energy Use (HVAC and Personal Equipment) [kWh],Daily FF (HVAC),Daily FF (HVAC and Personal Equipment),Daily Cost (HVAC) [$],Daily Cost (HVAC and Personal Equipment) [$],Peak Occ#1 Cool Duration [mins],Peak Occ#1 Warm Duration [mins],Peak Occ#2 Cool Duration [mins],Peak Occ#2 Warm Duration [mins],Peak Occ#3 Cool Duration [mins],Peak Occ#3 Warm Duration [mins],Peak Occ#4 Cool Duration [mins],Peak Occ#4 Warm Duration [mins],Peak Occ#5 Cool Duration [mins],Peak Occ#5 Warm Duration [mins],Peak Occ#6 Cool Duration [mins],Peak Occ#6 Warm Duration [mins],Peak Occ#7 Cool Duration [mins],Peak Occ#7 Warm Duration [mins],Peak Occ#8 Cool Duration [mins],Peak Occ#8 Warm Duration [mins],Peak Occ#9 Cool Duration [mins],Peak Occ#9 Warm Duration [mins],Peak Occ#10 Cool Duration [mins],Peak Occ#10 Warm Duration [mins],Peak Occ#11 Cool Duration [mins],Peak Occ#11 Warm Duration [mins],Peak Average Cool Duratin [mins],Peak Average Cool Duration [mins],Daily Occ#1 Cool Duration [mins],Daily Occ#1 Warm Duration [mins],Daily Occ#2 Cool Duration [mins],Daily Occ#2 Warm Duration [mins],Daily Occ#3 Cool Duration [mins],Daily Occ#3 Warm Duration [mins],Daily Occ#4 Cool Duration [mins],Daily Occ#4 Warm Duration [mins],Daily Occ#5 Cool Duration [mins],Daily Occ#5 Warm Duration [mins],Daily Occ#6 Cool Duration [mins],Daily Occ#6 Warm Duration [mins],Daily Occ#7 Cool Duration [mins],Daily Occ#7 Warm Duration [mins],Daily Occ#8 Cool Duration [mins],Daily Occ#8 Warm Duration [mins],Daily Occ#9 Cool Duration [mins],Daily Occ#9 Warm Duration [mins],Daily Occ#10 Cool Duration [mins],Daily Occ#10 Warm Duration [mins],Daily Occ#11 Cool Duration [mins],Daily Occ#11 Warm Duration [mins],Daily Average Cool Duration [mins],Daily Average Warm Duration [mins],Peak Occ#1 In-Office Duration [mins],Daily Occ#1 In-Office Duration [mins],Peak Occ#2 In-Office Duration [mins],Daily Occ#2 In-Office Duration [mins],Peak Occ#3 In-Office Duration [mins],Daily Occ#3 In-Office Duration [mins],Peak Occ#4 In-Office Duration [mins],Daily Occ#4 In-Office Duration [mins],Peak Occ#5 In-Office Duration [mins],Daily Occ#5 In-Office Duration [mins],Peak Occ#6 In-Office Duration [mins],Daily Occ#6 In-Office Duration [mins],Peak Occ#7 In-Office Duration [mins],Daily Occ#7 In-Office Duration [mins],Peak Occ#8 In-Office Duration [mins],Daily Occ#8 In-Office Duration [mins],Peak Occ#9 In-Office Duration [mins],Daily Occ#9 In-Office Duration [mins],Peak Occ#10 In-Office Duration [mins],Daily Occ#10 In-Office Duration [mins],Peak Occ#11 In-Office Duration [mins],Daily Occ#11 In-Office Duration [mins]
5.79044833333333,12.9236983333333,16.1635016666667,37.0300016666667,0.283515607849413,0.301987699073378,1.75422451057,3.98651658757,0,67,3,37,0,6,10,36,2,7,0,0,9,0,0,13,5,7,0,0,5,0,3.09090909090909,15.7272727272727,0,152,8,89,0,13,23,90,10,14,1,0,29,0,0,40,15,24,1,0,26,0,10.2727272727273,38.3636363636364,180,480,240,600,180,540,240,600,180,480,180,540,180,540,180,540,180,540,300,840,240,660
6.61523333333333,16.4407333333333,16.80785,44.0258500000001,0.212840032088181,0.253132723918638,1.8803340007,4.84138392069997,0,76,1,33,0,5,10,43,4,6,0,0,2,0,0,28,7,10,0,0,12,0,3.27272727272727,18.2727272727273,0,165,4,85,0,10,23,106,17,27,0,0,16,0,0,70,16,23,0,0,52,0,11.6363636363636,44.1818181818182,180,540,180,540,240,600,240,600,180,540,180,540,180,480,240,540,180,480,180,540,300,960
5.16173833333334,9.66923833333333,15.381525,33.888775,0.328839197240412,0.429354508486463,1.63638717367,3.44421673717,0,63,1,27,0,1,7,55,6,11,1,0,8,0,0,26,5,3,1,0,10,0,3.54545454545455,16.9090909090909,0,140,6,75,0,8,25,117,18,22,1,0,29,0,0,47,19,17,1,0,35,0,12.1818181818182,38.7272727272727,180,540,180,540,180,600,240,660,180,540,180,540,180,540,240,600,240,540,240,540,240,720
6.58644166666666,16.4099416666667,16.2570933333333,41.3600933333334,0.189714725551595,0.206484301937423,1.83649898756,4.63948344955996,0,87,1,33,0,2,7,41,3,14,1,0,9,0,0,15,2,6,1,0,11,0,3.18181818181818,18,0,172,5,70,0,12,16,102,7,26,1,0,26,0,0,44,15,19,1,0,42,0,10.2727272727273,40.4545454545455,240,540,180,540,180,540,180,540,180,480,180,540,180,540,240,660,180,540,240,600,300,840
5.7263,12.47655,14.8499433333333,32.6254433333333,0.228778201847235,0.235164416156593,1.65010522926,3.61544084826,0,70,1,35,0,4,8,45,4,11,0,0,5,0,0,22,8,11,1,0,6,0,3,18,0,172,7,85,0,10,25,102,12,28,1,0,32,0,0,47,22,24,1,0,28,0,11.6363636363636,42.5454545454545,180,600,180,540,180,540,180,540,240,600,180,480,240,720,180,600,240,600,240,540,240,600
5.63994666666667,12.8896966666667,16.0467166666667,34.9549666666667,0.297059107626379,0.262496984214928,1.73127192782,3.82840751132,0,64,1,40,0,2,6,52,4,15,0,0,3,0,0,17,6,7,1,0,7,0,2.54545454545455,17.9090909090909,0,156,3,78,0,8,28,104,15,32,0,0,22,0,0,40,20,17,1,0,37,0,11.4545454545455,39.5454545454545,180,540,180,480,180,480,240,660,300,840,180,540,180,480,180,480,180,540,240,660,240,660
5.85903166666667,11.8382816666667,15.11161,29.71836,0.224565527211638,0.203301819705619,1.68219189122,3.33806873371999,0,85,3,40,0,2,5,36,4,14,0,0,6,0,0,24,7,7,0,0,7,0,2.90909090909091,18.9090909090909,0,382,5,81,0,9,20,93,16,30,0,0,27,0,0,47,26,19,1,0,29,0,11.2727272727273,60.0909090909091,240,780,240,540,240,660,180,540,180,540,240,540,180,480,240,660,180,600,180,540,180,480
6.15284333333334,13.8415933333333,15.63451,34.27276,0.212915104684018,0.192268534350118,1.7490141673,3.8675177068,0,74,2,42,0,5,9,34,3,11,0,0,6,0,0,18,5,8,0,0,17,0,3.81818181818182,17.4545454545455,0,174,8,115,0,10,22,71,10,22,1,0,26,0,0,41,18,21,0,0,33,0,10.7272727272727,41.2727272727273,180,540,240,780,240,600,180,480,180,540,180,600,240,600,180,540,180,600,240,540,240,540
5.92038,15.13338,15.2139766666667,31.4824766666667,0.221718275278893,0.038615661643731,1.69563572418,3.78141656718,0,68,0,27,0,4,6,36,6,15,0,0,13,0,0,24,7,5,0,0,10,0,3.81818181818182,16.2727272727273,0,152,4,76,0,14,21,93,11,26,0,0,30,0,0,53,14,17,1,0,29,0,10,39.1818181818182,180,540,180,540,240,660,180,540,180,480,180,540,240,540,240,600,180,540,240,840,240,540
5.971555,13.508305,16.1083283333333,36.7203283333333,0.25857545532606,0.264260118952276,1.76723583489,4.01869514889,0,71,1,54,0,4,9,47,1,4,0,0,2,0,0,16,3,3,0,0,15,0,2.81818181818182,18.0909090909091,0,162,5,115,0,12,21,104,7,13,0,0,32,0,0,30,18,14,0,0,43,0,11.4545454545455,40.9090909090909,180,540,300,780,240,540,240,600,180,540,240,540,180,600,180,540,180,540,180,540,180,600
5.85743166666667,15.2586816666667,16.69524,44.4619900000001,0.29831117532103,0.313630286603606,1.8002522018,4.76213685229997,0,80,3,46,0,4,7,31,2,12,0,0,8,0,0,25,7,7,0,0,15,0,3.81818181818182,18.6363636363636,0,161,7,95,0,7,25,97,11,23,2,0,27,0,0,53,19,24,1,0,62,0,14,41.8181818181818,180,480,240,600,180,540,240,600,240,540,180,480,240,600,180,600,180,540,180,540,240,840
5.99875,15.25575,16.6342166666667,42.5727166666667,0.278745717912776,0.283308597877436,1.8090635073,4.62083286629995,0,84,0,31,0,2,6,38,4,15,0,0,9,0,0,21,7,9,0,0,12,0,3.45454545454545,18.1818181818182,0,171,7,76,0,9,23,91,12,32,1,0,35,0,0,47,20,18,0,0,55,0,13.9090909090909,40.3636363636364,240,540,240,600,180,600,180,540,240,540,180,540,240,540,180,480,180,540,180,540,240,900
5.52175833333333,11.4612583333333,15.7978216666667,32.9183216666667,0.300946871050682,0.30365475801647,1.70151418633,3.54127269732998,0,103,1,25,0,6,10,35,4,11,0,0,3,0,0,21,7,6,1,0,15,0,3.72727272727273,18.8181818181818,0,195,1,72,0,12,32,87,14,24,1,0,22,0,0,46,22,23,1,0,46,0,12.6363636363636,41.7272727272727,240,600,180,480,300,840,180,600,180,540,180,540,180,540,180,540,180,540,240,540,240,600
5.67614666666667,12.7423966666667,15.2893416666667,34.2503416666666,0.257502802878476,0.255925865459737,1.67816085437,3.76187785037,0,88,0,23,0,2,4,41,2,10,1,0,2,0,0,19,9,11,1,0,18,0,3.36363636363636,17.6363636363636,0,158,0,53,0,5,22,86,9,22,1,0,19,0,0,36,22,20,1,0,68,0,12.9090909090909,34.5454545454545,240,540,180,480,180,540,180,480,240,600,240,600,180,480,180,540,240,600,180,600,240,900
5.93380333333333,14.5548033333333,15.0332583333333,30.8180083333334,0.210576549439548,0.055435174401547,1.68341545603,3.67709256853,0,80,1,33,0,4,5,31,5,10,0,0,3,0,0,12,5,13,0,0,8,0,2.45454545454545,16.6363636363636,0,190,4,73,0,8,24,98,17,26,0,0,25,0,0,37,23,27,1,0,22,0,10.5454545454545,41.7272727272727,180,600,180,480,180,540,180,540,180,600,240,600,180,540,180,540,240,600,300,780,240,540
5.97095,12.23295,15.5674416666667,32.3139416666666,0.232892580829755,0.242868596707355,1.72680358545,3.56914783245,0,104,4,33,0,6,6,35,3,10,0,0,3,0,0,29,5,12,0,0,8,0,2.63636363636364,20.8181818181818,0,202,9,62,0,12,22,114,12,25,2,0,25,0,0,54,16,25,0,0,37,0,11.1818181818182,44.9090909090909,240,600,180,600,180,540,180,540,180,540,240,780,240,600,240,540,240,600,180,480,180,540
6.74140666666667,18.4441566666667,16.5451966666667,40.5629466666666,0.185091987422734,0.0905908873812919,1.87266195854,4.77238383104001,0,89,0,29,0,2,5,53,6,11,0,0,5,0,0,18,5,7,0,0,11,0,2.90909090909091,19,0,184,5,69,0,8,33,152,11,20,0,0,25,0,0,36,18,20,2,0,37,0,11.9090909090909,44.4545454545455,240,660,180,600,180,540,240,780,180,480,180,540,180,540,180,540,240,540,240,600,240,540
5.50195666666667,11.2749566666667,15.4276583333333,31.9621583333333,0.28674118290797,0.294480895246175,1.67201005331,3.45227777231,0,74,1,18,0,3,8,57,3,15,0,0,5,0,0,38,3,6,0,0,12,0,2.90909090909091,19.1818181818182,0,162,7,70,0,10,26,139,15,26,1,0,23,0,0,65,15,17,0,0,28,0,10.4545454545455,44.4545454545455,180,480,180,540,240,600,240,780,240,600,180,540,180,480,240,600,180,540,180,600,240,600
6.22001499999999,15.535265,16.6301816666667,40.2749316666667,0.251960667096341,0.228539224916541,1.82969043945,4.47575005395,0,61,1,19,0,2,4,37,2,7,0,0,7,0,0,21,6,9,2,0,12,0,3.09090909090909,14.1818181818182,0,155,4,61,0,8,23,91,8,20,0,0,26,0,0,42,19,18,2,0,51,0,12.0909090909091,35.9090909090909,180,540,180,480,240,600,180,540,180,480,240,780,180,540,180,480,240,600,240,600,240,720
5.45441333333334,11.0861633333333,15.2522883333333,34.5877883333333,0.284774426744489,0.358955060873363,1.65442254565,3.63041372065,0,96,4,35,0,4,6,46,5,11,0,0,11,0,0,26,5,6,1,0,13,0,4.09090909090909,20.3636363636364,0,181,7,87,0,15,21,101,12,23,0,0,31,0,0,56,10,15,2,0,29,0,10.1818181818182,43.4545454545455,240,600,240,600,180,600,240,600,180,540,240,660,240,780,180,540,180,480,180,480,180,480
6.59067333333333,15.2726733333333,16.4233816666667,38.6218816666667,0.197403620387153,0.209118112620873,1.84931199445,4.32751951345006,0,94,0,21,0,4,8,35,4,15,0,0,2,0,0,24,6,11,0,0,7,0,2.45454545454545,18.5454545454545,0,219,4,84,0,14,26,93,12,37,1,0,18,0,0,42,15,23,3,0,21,0,9.09090909090909,46.5454545454545,240,780,180,600,180,540,180,540,240,660,240,600,180,480,240,600,180,540,180,480,240,540
5.95596666666667,15.8202166666667,16.015625,35.900875,0.25623050406504,0.118672362906661,1.75884149495,4.17619608845,0,66,1,44,0,2,11,41,1,14,1,0,4,0,0,14,7,12,1,0,5,0,2.81818181818182,17.5454545454545,0,146,4,83,0,7,39,127,11,31,2,0,26,0,0,36,21,21,3,0,34,0,12.7272727272727,41,180,480,180,480,180,480,240,780,180,600,240,600,180,480,180,540,240,600,240,660,240,660
6.11709166666667,16.5015916666667,17.0941733333333,46.3509233333333,0.284306816435698,0.287971393881617,1.85459066084,5.02069756933998,0,68,1,26,0,5,6,39,7,13,0,0,10,0,0,16,5,10,1,0,7,0,3.36363636363636,16.0909090909091,0,137,6,64,0,11,21,96,19,29,0,0,32,0,0,36,18,18,2,0,53,0,13.7272727272727,35.5454545454545,180,480,240,660,180,480,180,540,240,540,180,480,180,600,180,540,180,540,240,600,300,900
6.57148,16.41498,17.35853,47.07903,0.242852937431914,0.30266277788646,1.9173016947,5.06685574169997,0,67,0,22,0,4,9,36,7,15,0,0,7,0,0,16,7,10,0,0,10,0,3.63636363636364,15.4545454545455,0,176,5,76,0,9,26,83,13,27,0,0,22,0,0,32,15,27,1,0,48,0,11.8181818181818,39.0909090909091,180,540,180,540,180,480,180,480,240,540,180,480,180,540,180,540,240,600,240,660,300,960
6.05632,15.54182,16.5358666666666,41.9486166666667,0.267492884154847,0.259006792834249,1.80716727408,4.60130394257996,0,76,2,39,0,8,5,59,5,8,0,0,8,0,0,28,5,13,0,0,11,0,3.27272727272727,21,0,151,4,73,0,13,22,115,14,21,0,0,29,0,0,52,17,23,1,0,232,0,29,40.7272727272727,180,480,180,480,180,540,240,600,180,480,180,600,180,480,180,540,240,600,240,600,300,960
6.22238166666667,14.8966316666667,17.2195283333333,42.1062783333334,0.277287792532451,0.292427055711842,1.87390665953,4.55204826203004,0,100,1,37,0,3,1,30,2,12,0,0,7,0,0,25,4,8,0,0,10,0,2.27272727272727,19.5454545454545,0,177,7,270,0,7,17,65,11,23,0,0,26,0,0,45,19,21,0,0,37,0,10.6363636363636,55.2727272727273,240,540,240,780,180,480,180,480,180,540,240,600,180,600,180,540,180,540,240,600,240,660
6.52415833333334,16.3389083333333,16.927455,44.376205,0.229162525219138,0.263618494040519,1.88064779773,4.85790550422997,0,79,1,19,0,1,6,48,3,7,0,0,7,0,0,23,3,3,1,0,14,0,3.18181818181818,16.3636363636364,0,179,4,58,0,7,19,109,6,20,1,0,23,0,0,49,13,11,1,0,56,0,11.1818181818182,39.3636363636364,240,600,180,480,180,480,240,600,180,480,180,540,180,540,180,540,180,540,240,600,300,960
5.73915166666666,11.5634016666667,14.4928066666667,26.3948066666666,0.207999968720115,0.123812361067998,1.62466196768,3.06397952168,0,90,2,27,0,4,11,46,5,13,0,0,6,0,0,21,3,4,1,0,13,0,3.72727272727273,18.6363636363636,0,173,5,74,0,11,23,90,17,29,0,0,23,0,0,48,19,12,2,0,69,0,14.3636363636364,39.7272727272727,240,600,240,660,180,480,240,540,240,600,180,480,180,480,180,540,180,540,180,540,240,900
6.08796333333333,14.4589633333333,16.0489916666667,35.8462416666667,0.241327622348029,0.193278700300752,1.77381695587,4.04336514337003,0,87,2,35,0,1,9,43,1,16,1,0,8,0,0,26,5,8,1,0,8,0,3.18181818181818,19.6363636363636,0,225,6,75,0,8,22,84,10,29,1,0,26,0,0,46,14,17,2,0,31,0,10.1818181818182,44,240,780,180,540,180,600,180,480,180,480,180,540,180,480,240,600,240,600,240,600,240,660
5.839495,13.827995,16.3666583333333,35.9191583333333,0.28641572628092,0.230049052281524,1.77402837303,3.98912857202999,0,68,1,49,0,1,7,50,1,10,0,0,9,0,0,27,4,8,0,0,6,0,2.54545454545455,19.3636363636364,0,171,5,111,0,4,22,107,6,19,0,0,27,0,0,44,12,17,1,0,34,0,9.72727272727273,43,180,600,240,780,180,600,240,600,180,540,180,540,180,540,240,540,180,480,240,540,240,600
6.12232,14.76832,16.0222916666667,39.7510416666667,0.235774740920853,0.25695934592909,1.77507349863,4.36410303512995,0,69,2,25,0,8,6,47,7,13,0,0,7,0,0,20,7,6,0,0,9,0,3.45454545454545,17.0909090909091,0,160,5,67,0,12,22,99,17,29,0,0,24,0,0,40,18,18,1,0,47,0,12.1818181818182,38.6363636363636,180,540,180,540,180,600,240,600,240,600,240,540,240,540,180,540,180,540,180,480,240,840
5.68480833333333,13.1145583333333,16.14635,39.1436,0.29583982344823,0.329925794595626,1.7429523535,4.16234055099996,0,90,2,44,0,6,4,34,2,15,0,0,2,0,0,18,7,6,0,0,14,0,2.81818181818182,19.3636363636364,0,170,4,74,0,8,18,82,13,31,1,0,26,0,0,41,20,20,1,0,62,0,13.1818181818182,38.7272727272727,240,540,240,600,240,540,180,540,180,600,240,540,180,480,180,540,180,540,180,540,240,900
6.062245,16.691495,16.9783033333333,45.6903033333333,0.285883296937208,0.269363791339825,1.8407538117,4.98934674569996,0,67,2,22,0,2,5,41,4,20,0,0,8,0,0,21,7,6,0,0,14,0,3.63636363636364,16.2727272727273,0,142,7,90,0,5,21,95,11,32,1,0,27,0,0,38,12,12,0,0,61,0,12.7272727272727,37.6363636363636,180,480,180,540,180,540,180,540,240,600,180,540,240,600,180,480,180,480,240,660,300,900
5.37988833333333,9.21213833333333,14.7629716666667,26.5447216666667,0.271164579218073,0.305915620512879,1.61084814115,2.85277818564999,0,83,0,37,0,2,4,43,4,14,0,0,4,0,0,20,7,8,0,0,8,0,2.45454545454545,18.8181818181818,0,395,3,81,0,8,17,85,18,25,1,0,26,0,0,39,25,20,0,0,35,0,11.3636363636364,59.3636363636364,240,780,180,540,240,660,180,480,240,660,180,540,180,600,180,480,180,540,240,540,240,540
5.93580333333333,12.3115533333333,15.6272383333334,32.8734883333333,0.2403259991662,0.250973720312514,1.72794285511,3.61835037060999,0,69,1,24,0,7,11,50,2,12,0,0,11,0,0,11,8,8,0,0,10,0,3.90909090909091,16.4545454545455,0,162,8,71,0,14,32,104,6,25,0,0,34,0,0,38,22,22,1,0,24,0,11.5454545454545,39.6363636363636,180,540,180,600,300,780,240,600,180,540,180,540,240,660,180,540,240,600,180,480,180,480
6.297475,15.400725,16.18848,40.97923,0.221980692443022,0.248364354332671,1.80404565348,4.51559777597995,0,74,0,23,0,2,7,53,1,7,0,0,9,0,0,20,5,6,1,0,10,0,3,16.8181818181818,0,163,1,70,0,6,23,104,11,15,0,0,26,0,0,40,14,14,1,0,39,0,10.4545454545455,37.4545454545455,180,540,180,480,240,660,240,600,180,540,240,600,240,600,180,480,180,540,180,540,240,780
6.10570166666666,15.9537016666667,17.0557316666666,46.6729816666667,0.284029347319117,0.316362439382756,1.85064383243,4.99291630792996,0,69,3,35,0,5,8,27,3,6,0,0,8,0,0,22,7,11,0,0,8,0,3.36363636363636,15.9090909090909,0,168,7,80,0,12,19,70,10,12,0,0,26,0,0,58,16,26,1,0,45,0,11.2727272727273,38.7272727272727,180,540,180,480,180,540,180,480,180,480,180,480,180,540,240,600,240,600,240,660,300,960
5.77887333333333,15.6138733333333,16.3558266666667,41.9478266666667,0.293356006870539,0.255557459154816,1.76748599272,4.60806006471996,0,66,2,41,0,2,7,41,4,5,0,0,5,0,0,28,4,6,0,0,7,0,2.63636363636364,17.1818181818182,0,147,5,91,0,7,24,94,13,20,1,0,21,0,0,55,16,17,1,0,51,0,12,39.1818181818182,180,480,180,540,240,600,240,540,180,540,180,540,180,480,240,660,180,540,180,540,300,900
6.14962,17.20412,16.4258,41.3448,0.251224293489511,0.167773456395967,1.80777592488,4.71345842687996,0,75,1,28,0,0,6,43,5,20,0,0,2,0,0,33,2,6,0,0,8,0,2.18181818181818,18.6363636363636,0,151,2,63,0,4,21,91,13,27,2,0,18,0,0,63,17,23,0,0,54,0,11.5454545454545,38.3636363636364,180,480,180,480,180,540,180,600,180,480,240,600,240,540,240,600,180,600,180,540,300,900
6.77987,15.45062,16.9582033333333,42.3374533333334,0.200402322494462,0.270120482762465,1.9071292701,4.62170298360006,0,105,2,40,0,5,6,40,4,13,0,0,2,0,0,15,7,15,0,0,8,0,2.63636363636364,21.1818181818182,0,247,6,75,0,9,22,90,13,27,1,0,24,0,0,42,15,24,0,0,37,0,10.7272727272727,46.7272727272727,240,720,180,600,180,540,180,480,240,540,240,600,180,600,180,480,240,600,180,540,240,660
6.55986833333334,15.2031183333333,16.96871,41.46846,0.226827692460613,0.26676233777028,1.8871049131,4.5334264096,0,67,2,30,0,7,6,33,7,13,0,0,5,0,0,25,6,10,0,0,9,0,3.18181818181818,16.8181818181818,0,153,7,70,0,16,16,81,21,30,0,0,31,0,0,58,16,21,1,0,31,0,11.1818181818182,39,180,540,180,540,180,600,180,480,240,720,180,480,180,600,240,600,240,540,240,600,240,660
5.35966166666667,9.21841166666667,15.5165166666667,35.0417666666666,0.309166898498482,0.473861477684249,1.66518414218,3.48764196368,0,73,2,41,0,4,7,50,6,14,0,0,4,0,0,25,5,9,0,0,13,0,3.36363636363636,19.6363636363636,0,175,4,86,0,12,19,103,13,31,0,0,27,0,0,46,16,20,0,0,46,0,11.3636363636364,43,180,600,240,600,240,660,240,600,240,660,180,540,180,540,180,480,180,480,180,480,240,720
6.27518333333333,13.7339333333333,16.2580766666667,37.1455766666667,0.228053420833091,0.260534654956224,1.80713233126,4.07177906625998,0,84,1,25,0,1,11,48,3,6,0,0,2,0,0,22,3,5,0,0,10,0,2.72727272727273,17.3636363636364,0,180,7,78,0,9,38,109,13,18,0,0,26,0,0,46,16,20,0,0,49,0,13.5454545454545,41.8181818181818,240,600,240,600,180,540,240,660,180,480,240,540,180,540,180,540,180,540,180,540,240,780
7.03912666666667,21.1618766666667,15.8999766666667,35.8774766666667,0.114573962687157,-0.179674750444639,1.8526584149,4.67968506590004,0,61,1,37,0,0,8,37,1,9,0,0,8,0,0,24,3,8,0,0,7,0,2.54545454545455,16,0,144,6,90,0,6,33,99,5,21,1,0,25,0,0,59,11,19,3,0,42,0,11.4545454545455,39.8181818181818,180,540,180,540,180,540,180,540,180,480,180,540,240,540,240,780,240,540,240,720,240,600
5.38316833333334,11.0754183333333,14.239195,24.416195,0.243894288499689,0.0927809731751131,1.57206054361,2.87012865960999,0,76,1,39,0,5,8,20,5,16,0,0,9,0,0,18,8,5,0,0,10,0,3.72727272727273,16.2727272727273,0,167,3,70,0,11,33,74,14,26,1,0,31,0,0,41,22,14,0,0,57,0,14.6363636363636,36.6363636363636,240,600,240,600,240,840,180,540,180,480,240,600,240,540,180,540,180,540,180,540,180,540
5.848405,14.357405,15.4252666666667,33.2517666666667,0.241711002294936,0.136442574980979,1.70459999412,3.84009216911999,0,114,1,40,0,3,8,56,3,8,0,0,4,0,0,26,6,9,0,0,8,0,2.72727272727273,23.2727272727273,0,437,4,87,0,8,21,104,12,22,0,0,25,0,0,58,23,23,0,0,32,0,10.6363636363636,67.1818181818182,300,900,240,540,180,540,240,540,180,540,180,480,240,540,180,600,180,600,180,540,180,540
5.9956,14.8976,16.23547,40.85697,0.261419595490614,0.270743767832025,1.77900072402,4.45888398101995,0,63,2,25,0,4,6,36,4,12,0,0,5,0,0,19,5,7,0,0,11,0,3,15.0909090909091,0,141,8,57,0,8,17,90,16,24,0,0,28,0,0,45,11,16,1,0,45,0,11.4545454545455,34.6363636363636,180,540,180,480,180,600,180,480,240,600,180,540,180,540,180,540,240,540,240,660,300,840
5.86080000000001,13.67355,15.9466933333333,35.4551933333333,0.264951061954746,0.228685633077919,1.74469477776,3.93988741476,0,72,1,38,0,0,4,31,3,19,0,0,9,0,0,23,5,8,1,0,7,0,2.72727272727273,17.3636363636364,0,147,4,81,0,4,20,79,19,31,1,0,36,0,0,37,20,18,2,0,44,0,13.2727272727273,36.0909090909091,180,480,240,600,180,540,180,540,300,840,180,540,180,600,180,540,240,540,180,480,240,660
5.944,13.45425,15.61173,35.64648,0.238521291362328,0.245128831794893,1.72756049358,3.93342392808,0,103,1,43,0,9,10,42,2,9,0,0,3,0,0,21,4,6,0,0,14,0,3.09090909090909,21.1818181818182,0,208,5,80,0,12,29,80,13,23,0,0,27,0,0,40,12,19,1,0,46,0,12.0909090909091,42,240,720,240,600,240,600,240,540,180,540,180,480,180,540,180,540,180,540,180,540,240,720
5.84274,14.49449,15.76013,36.19563,0.258541649085382,0.199102764615508,1.72906038414,4.07280583913998,0,82,1,35,0,5,8,59,2,8,1,0,6,0,0,12,4,7,0,0,11,0,3,18.9090909090909,0,181,4,84,0,8,23,91,12,27,1,0,24,0,0,33,10,14,1,0,54,0,11.7272727272727,39.8181818181818,240,600,180,480,240,600,240,540,180,600,180,480,240,540,180,600,180,540,180,540,240,840
5.60634166666667,12.6123416666667,16.7892666666667,41.7287666666667,0.332151692152526,0.395508534080806,1.7835218198,4.30781124079995,0,77,0,26,0,2,9,41,2,14,0,0,7,0,0,22,8,6,0,0,13,0,3.54545454545455,17.0909090909091,0,179,5,78,0,9,23,112,14,25,0,0,32,0,0,38,17,11,0,0,46,0,12.4545454545455,41.0909090909091,180,540,180,540,240,600,240,600,240,600,180,540,240,660,180,480,180,480,180,480,240,840
6.47822,15.14322,15.9157233333333,36.0492233333333,0.185934579997097,0.159858737594624,1.80078104442,4.12323664542005,0,94,0,27,0,3,6,42,2,5,0,0,5,0,0,17,5,8,0,0,6,0,2.18181818181818,17.8181818181818,0,252,3,77,0,6,18,90,9,16,0,0,21,0,0,39,19,18,1,0,36,0,9.72727272727273,45.2727272727273,240,900,180,540,240,600,180,480,180,480,240,540,180,480,180,540,180,540,240,600,240,660
5.76568333333333,13.1306833333333,14.809315,27.616065,0.221343683575731,0.0490547199006568,1.65079751989,3.30338134038999,0,80,0,21,0,4,2,35,2,18,0,0,6,0,0,26,7,11,1,0,9,0,2.45454545454545,17.7272727272727,0,173,2,46,0,11,20,78,14,34,1,0,28,0,0,68,24,21,3,0,33,0,11.3636363636364,39.1818181818182,240,600,180,600,180,480,180,540,240,600,180,540,180,480,300,840,240,660,180,540,180,480
5.38793166666667,9.22268166666666,15.0872083333333,29.6484583333333,0.28576161372907,0.377864335273194,1.63581188201,3.08545694351,0,81,2,50,0,3,13,41,6,12,0,0,3,0,0,20,6,8,0,0,13,0,3.90909090909091,19.5454545454545,0,165,8,131,0,7,34,85,19,26,0,0,21,0,0,47,14,18,0,0,38,0,12.1818181818182,43.5454545454545,180,540,240,780,180,540,240,540,240,600,240,600,180,540,180,540,180,480,180,540,240,660
6.75977166666666,17.7862716666667,16.7291,44.55635,0.191854712247919,0.201627975960029,1.88812664192,5.00825002141996,0,64,1,26,0,6,7,32,1,9,0,0,12,0,0,15,6,9,0,0,12,0,3.54545454545455,14.6363636363636,0,154,3,57,0,14,17,101,6,28,1,0,52,0,0,37,23,26,1,0,38,0,12.8181818181818,37.9090909090909,180,540,180,540,180,480,180,540,180,480,180,540,300,840,180,540,240,660,240,600,240,600
5.918335,13.300585,15.8459866666667,34.3057366666667,0.253017798828557,0.224585373039165,1.74261931836,3.81880855086,0,67,0,35,0,4,5,50,2,10,0,0,7,0,0,27,6,6,1,0,10,0,2.81818181818182,18.0909090909091,0,155,5,110,0,13,25,99,16,22,0,0,31,0,0,52,15,18,1,0,39,0,12,42.6363636363636,180,540,240,780,180,480,240,600,180,540,180,480,180,540,180,540,240,660,240,600,240,600
