Peak Energy Use (HVAC) [kWh],Peak Energy Use (HVAC and Personal Equipment) [kWh],Daily Energy Use (HVAC) [kWh],Daily Energy Use (HVAC and Personal Equipment) [kWh],Daily FF (HVAC),Daily FF (HVAC and Personal Equipment),Daily Cost (HVAC) [$],Daily Cost (HVAC and Personal Equipment) [$],Peak Occ#1 Cool Duration [mins],Peak Occ#1 Warm Duration [mins],Peak Occ#2 Cool Duration [mins],Peak Occ#2 Warm Duration [mins],Peak Occ#3 Cool Duration [mins],Peak Occ#3 Warm Duration [mins],Peak Occ#4 Cool Duration [mins],Peak Occ#4 Warm Duration [mins],Peak Occ#5 Cool Duration [mins],Peak Occ#5 Warm Duration [mins],Peak Occ#6 Cool Duration [mins],Peak Occ#6 Warm Duration [mins],Peak Occ#7 Cool Duration [mins],Peak Occ#7 Warm Duration [mins],Peak Occ#8 Cool Duration [mins],Peak Occ#8 Warm Duration [mins],Peak Occ#9 Cool Duration [mins],Peak Occ#9 Warm Duration [mins],Peak Occ#10 Cool Duration [mins],Peak Occ#10 Warm Duration [mins],Peak Occ#11 Cool Duration [mins],Peak Occ#11 Warm Duration [mins]
6.117525,16.218275,15.88095833,38.03720833,0.22957735,0.147241572,1.76407,4.373314776,0,92,3,42,0,3,10,25,7,7,0,0,10,0,0,24,6,7,0,0,13,0
6.862828333,18.05257833,16.79083167,41.50683167,0.182550517,0.13013942,1.902482176,4.805804026,0,108,1,56,0,4,8,43,5,11,1,0,8,0,0,19,2,10,0,0,3,0
5.94206,12.68881,16.13770167,36.60395167,0.263580388,0.30669726,1.766638682,3.932496981,0,66,1,38,0,6,6,42,6,12,0,0,7,0,0,33,1,3,1,0,10,0
5.901506667,13.51775667,16.17203667,39.83903667,0.270159129,0.321381349,1.765365956,4.252388228,0,101,1,31,0,5,8,50,4,8,1,0,7,0,0,29,7,8,0,0,8,0
6.311431667,16.13493167,16.43305667,41.34230667,0.23186151,0.219446956,1.823622401,4.6121442,0,65,1,39,0,13,4,40,4,8,0,0,6,0,0,20,4,7,0,0,9,0
6.306206667,14.97295667,16.27127167,37.79202167,0.224866157,0.207612824,1.811051596,4.237225383,0,95,1,51,0,2,7,47,7,12,0,0,5,0,0,24,6,6,0,0,12,0
5.730506667,12.57775667,15.36589833,34.36589833,0.254126698,0.268009435,1.68901709,3.754931384,0,60,0,35,0,2,7,35,6,11,0,0,6,0,0,11,6,6,0,0,11,0
5.627593333,9.542593333,15.06142167,29.86167167,0.252714192,0.360880165,1.65655517,3.131630991,0,60,3,30,0,6,2,38,3,11,0,0,7,0,0,19,8,9,0,0,12,0
5.595761667,12.49051167,14.67538,28.44413,0.237394648,0.12175119,1.624727937,3.304643083,0,88,3,47,0,4,5,48,4,10,0,0,11,0,0,22,7,5,1,0,14,0
5.953333333,13.47608333,15.68915667,33.62365667,0.24108944,0.198416551,1.734222869,3.784493342,0,88,1,25,0,3,10,28,6,18,0,0,7,0,0,25,7,13,0,0,12,0
6.228808333,14.73980833,16.35073167,38.47448167,0.238100354,0.233787815,1.809662323,4.26611619,0,68,0,31,0,3,7,42,0,7,0,0,2,0,0,23,10,13,0,0,18,0
6.133438333,14.72018833,15.75932167,34.19657167,0.221611379,0.139083972,1.756495456,3.944931582,0,62,2,49,0,3,11,47,3,13,1,0,6,0,0,23,7,12,0,0,12,0
6.427288333,16.29878833,16.72959,43.32684,0.231626318,0.247635492,1.856715615,4.775779894,0,99,2,26,0,6,5,52,7,4,0,0,5,0,0,17,5,9,0,0,11,0
6.509095,15.177345,17.195795,43.411045,0.242943406,0.300761131,1.899253555,4.675994865,0,100,0,44,0,4,9,43,3,11,0,0,5,0,0,30,5,6,0,0,11,0
6.084693333,13.59419333,15.725545,34.587045,0.226138956,0.21391415,1.749363666,3.867577743,0,91,1,19,0,6,11,59,4,15,0,0,8,0,0,22,10,10,0,0,3,0
5.27325,8.971,15.35036833,33.89936833,0.312948082,0.470727601,1.644608673,3.378965313,0,63,1,36,0,7,4,42,5,11,1,0,6,0,0,20,8,8,0,0,16,0
6.095928333,13.59217833,16.27347333,37.28497333,0.250814106,0.270903148,1.791326976,4.068776715,0,80,1,33,0,3,10,48,2,7,0,0,5,0,0,22,7,7,0,0,4,0
5.548031667,9.365781667,15.38975833,31.40200833,0.278996909,0.40349155,1.673538928,3.229887407,0,65,1,54,0,0,7,37,5,6,0,0,3,0,0,19,5,12,0,0,13,0
5.60324,11.05299,15.53554333,33.04954333,0.278655419,0.331126007,1.68964302,3.512452218,0,76,2,38,0,6,4,43,4,10,0,0,8,0,0,28,5,5,0,0,12,0
6.488786667,17.49203667,16.38366167,41.50316167,0.207895427,0.157074499,1.836710207,4.752511802,0,84,1,32,0,5,6,28,3,7,1,0,3,0,0,24,7,12,0,0,7,0
6.430995,16.281245,16.61436333,42.83136333,0.225851166,0.23975126,1.848464996,4.737135224,0,75,1,22,0,2,8,38,3,7,0,0,3,0,0,34,7,9,0,0,13,0
6.25961,13.77686,15.40233667,33.86633667,0.187186966,0.186397978,1.741781775,3.831057093,0,65,0,21,0,4,5,33,2,13,0,0,5,0,0,26,5,6,0,0,11,0
5.502388333,9.334388333,15.27495667,30.39720667,0.279554312,0.385839072,1.660652313,3.151913675,0,76,1,24,0,3,9,45,3,18,0,0,4,0,0,20,6,9,0,0,12,0
6.722198333,16.55694833,17.660975,49.523975,0.238751164,0.331356244,1.954133547,5.262789039,0,61,2,32,0,3,8,37,6,14,0,0,6,0,0,17,5,5,0,0,13,0
6.574998333,15.74399833,16.70884667,40.71759667,0.21299196,0.226673496,1.869138211,4.528536059,0,70,2,30,0,4,8,43,4,8,0,0,4,0,0,21,9,10,0,0,12,0
6.893546667,19.19529667,17.01614833,42.38264833,0.189764154,0.094190787,1.922206626,4.979263107,0,81,1,51,0,5,6,43,1,12,0,0,9,0,0,24,11,8,0,0,5,0
5.888955,13.517955,15.17506833,30.60281833,0.22386445,0.116554897,1.689759071,3.562960233,0,69,1,66,0,5,7,47,4,9,0,0,15,0,0,19,7,3,0,0,6,0
6.40097,15.09872,16.67538,40.32313,0.232284961,0.251113691,1.850179762,4.438057694,0,72,0,18,0,7,6,28,4,10,1,0,8,0,0,26,4,10,1,0,10,0
5.670706667,9.506706667,15.217005,32.705255,0.254688204,0.418643477,1.672246675,3.340498808,0,83,3,30,0,2,10,59,2,6,1,0,9,0,0,17,3,3,0,0,15,0
6.116751667,14.09175167,16.47856,41.35756,0.2576109,0.318540472,1.808605429,4.420030663,0,78,0,31,0,1,9,27,2,7,0,0,6,0,0,15,3,4,0,0,7,0
6.407946667,15.06844667,16.47679333,38.86379333,0.222185223,0.224550906,1.836015943,4.326260677,0,74,2,30,0,5,4,40,5,10,1,0,4,0,0,20,7,4,0,0,10,0
6.130855,14.804605,15.42308,34.07758,0.204976568,0.131123454,1.731152019,3.944033796,0,108,2,36,0,6,9,42,4,13,0,0,5,0,0,20,4,11,0,0,6,0
6.316081667,14.96983167,16.66836,39.90086,0.242147198,0.249648671,1.841626669,4.394346154,0,83,2,42,0,4,10,56,9,10,0,0,5,0,0,23,4,6,0,0,6,0
6.348036667,17.38103667,16.46619833,41.80994833,0.228961471,0.168569331,1.829558541,4.764913375,0,77,2,24,0,2,10,35,7,12,0,0,9,0,0,20,6,11,0,0,11,0
6.24519,14.90494,16.05602667,36.52952667,0.222075283,0.183951101,1.789213218,4.136551893,0,67,2,27,0,4,5,31,7,18,0,0,10,0,0,30,3,10,1,0,9,0
7.164153333,21.85090333,18.22304167,53.62554167,0.213725846,0.185056126,2.037891447,6.069678024,0,64,0,18,0,2,3,27,1,11,0,0,6,0,0,16,7,9,0,0,13,0
6.27288,16.12238,16.01809667,39.04084667,0.216775859,0.174076314,1.789000926,4.43916223,0,63,2,23,0,3,8,45,4,8,0,0,5,0,0,21,7,11,0,0,17,0
6.032971667,14.70147167,15.16540167,30.71390167,0.204376936,0.042682898,1.702659165,3.6831939,0,72,1,48,0,4,4,31,5,11,0,0,9,0,0,22,5,9,0,0,9,0
6.138221667,14.84072167,16.14062333,39.43362333,0.239407111,0.247306212,1.785410527,4.347257065,0,75,1,31,0,3,7,51,3,10,0,0,13,0,0,21,3,7,0,0,12,0
6.229285,15.712535,16.21513667,40.59863667,0.231670367,0.225957505,1.799585784,4.516680243,0,80,0,27,0,5,5,35,2,6,0,0,10,0,0,37,8,14,0,0,11,0
7.31662,20.84162,18.120105,50.719355,0.192430728,0.178159107,2.044628544,5.757280759,0,99,0,23,0,2,3,40,1,13,0,0,4,0,0,15,6,6,0,0,11,0
5.447798333,9.495798333,15.17331667,30.20156667,0.28192386,0.371171805,1.647901953,3.152576735,0,60,2,35,0,1,8,56,5,16,1,0,4,0,0,23,4,10,0,0,8,0
6.967771667,18.05952167,17.01014667,42.14939667,0.180751136,0.143070929,1.928779123,4.854425661,0,81,1,42,0,4,7,49,6,16,0,0,7,0,0,15,6,7,0,0,9,0
6.464901667,16.33890167,16.13375167,37.30725167,0.19858669,0.124089771,1.815796286,4.330235783,0,62,0,18,0,1,10,45,3,12,0,0,13,0,0,29,3,14,0,0,10,0
6.188468333,13.65596833,16.05697333,36.11622333,0.229186198,0.243776504,1.78391892,3.987567716,0,80,2,49,0,2,6,38,4,16,0,0,2,0,0,21,11,10,0,0,7,0
7.164153333,21.85090333,18.22304167,53.62554167,0.213725846,0.185056126,2.037891447,6.069678024,0,64,0,18,0,2,3,27,1,11,0,0,6,0,0,16,7,9,0,0,13,0
6.117525,16.218275,15.88095833,38.03720833,0.22957735,0.147241572,1.76407,4.373314776,0,92,3,42,0,3,10,25,7,7,0,0,10,0,0,24,6,7,0,0,13,0
6.862828333,18.05257833,16.79083167,41.50683167,0.182550517,0.13013942,1.902482176,4.805804026,0,108,1,56,0,4,8,43,5,11,1,0,8,0,0,19,2,10,0,0,3,0
5.94206,12.68881,16.13770167,36.60395167,0.263580388,0.30669726,1.766638682,3.932496981,0,66,1,38,0,6,6,42,6,12,0,0,7,0,0,33,1,3,1,0,10,0
5.901506667,13.51775667,16.17203667,39.83903667,0.270159129,0.321381349,1.765365956,4.252388228,0,101,1,31,0,5,8,50,4,8,1,0,7,0,0,29,7,8,0,0,8,0
6.311431667,16.13493167,16.43305667,41.34230667,0.23186151,0.219446956,1.823622401,4.6121442,0,65,1,39,0,13,4,40,4,8,0,0,6,0,0,20,4,7,0,0,9,0
6.306206667,14.97295667,16.27127167,37.79202167,0.224866157,0.207612824,1.811051596,4.237225383,0,95,1,51,0,2,7,47,7,12,0,0,5,0,0,24,6,6,0,0,12,0
5.730506667,12.57775667,15.36589833,34.36589833,0.254126698,0.268009435,1.68901709,3.754931384,0,60,0,35,0,2,7,35,6,11,0,0,6,0,0,11,6,6,0,0,11,0
5.627593333,9.542593333,15.06142167,29.86167167,0.252714192,0.360880165,1.65655517,3.131630991,0,60,3,30,0,6,2,38,3,11,0,0,7,0,0,19,8,9,0,0,12,0
5.595761667,12.49051167,14.67538,28.44413,0.237394648,0.12175119,1.624727937,3.304643083,0,88,3,47,0,4,5,48,4,10,0,0,11,0,0,22,7,5,1,0,14,0
5.953333333,13.47608333,15.68915667,33.62365667,0.24108944,0.198416551,1.734222869,3.784493342,0,88,1,25,0,3,10,28,6,18,0,0,7,0,0,25,7,13,0,0,12,0
6.228808333,14.73980833,16.35073167,38.47448167,0.238100354,0.233787815,1.809662323,4.26611619,0,68,0,31,0,3,7,42,0,7,0,0,2,0,0,23,10,13,0,0,18,0
6.133438333,14.72018833,15.75932167,34.19657167,0.221611379,0.139083972,1.756495456,3.944931582,0,62,2,49,0,3,11,47,3,13,1,0,6,0,0,23,7,12,0,0,12,0
6.427288333,16.29878833,16.72959,43.32684,0.231626318,0.247635492,1.856715615,4.775779894,0,99,2,26,0,6,5,52,7,4,0,0,5,0,0,17,5,9,0,0,11,0
6.509095,15.177345,17.195795,43.411045,0.242943406,0.300761131,1.899253555,4.675994865,0,100,0,44,0,4,9,43,3,11,0,0,5,0,0,30,5,6,0,0,11,0
6.084693333,13.59419333,15.725545,34.587045,0.226138956,0.21391415,1.749363666,3.867577743,0,91,1,19,0,6,11,59,4,15,0,0,8,0,0,22,10,10,0,0,3,0
