Personal Fan Duration [mins],Personal Heater Duration [mins],Cooling Setpoint Up Duration [mins],Cooling Setpoint Down Duration [mins],Occupant #
240,0,0,0,1
300,0,0,0,1
180,0,0,0,1
240,0,0,11,1
180,0,0,0,1
240,0,0,12,1
180,0,0,0,1
180,0,0,0,1
240,0,0,0,1
240,0,9,4,1
180,0,0,0,1
180,0,1,0,1
240,0,0,3,1
230,0,0,9,1
240,0,0,0,1
180,0,0,11,1
180,0,0,0,1
180,0,0,0,1
240,0,0,0,1
180,0,0,0,1
180,0,0,0,1
180,0,0,0,1
180,0,2,10,1
180,0,0,0,1
180,0,0,0,1
180,0,0,0,1
180,0,0,8,1
180,0,0,0,1
240,0,0,12,1
240,0,0,0,1
180,0,0,0,1
240,0,0,4,1
229,0,0,12,1
180,0,0,0,1
180,0,0,0,1
180,0,0,0,1
180,0,0,9,1
180,0,0,0,1
240,0,0,0,1
180,0,9,8,1
300,0,0,0,1
180,0,0,0,1
229,0,0,8,1
180,0,0,0,1
180,0,0,0,1
180,0,0,0,1
240,0,0,0,1
300,0,0,0,1
180,0,0,0,1
240,0,0,11,1
180,0,0,0,1
240,0,0,12,1
180,0,0,0,1
180,0,0,0,1
240,0,0,0,1
240,0,9,4,1
180,0,0,0,1
180,0,1,0,1
240,0,0,3,1
230,0,0,9,1
240,0,0,0,1
180,0,0,11,1
180,0,0,0,1
180,0,0,0,1
240,0,0,0,1
180,0,0,0,1
180,0,0,0,1
240,0,0,0,1
300,0,0,0,1
180,0,0,0,1
240,0,0,11,1
180,0,0,0,1
240,0,0,12,1
180,0,0,0,1
180,0,0,0,1
240,0,0,0,1
240,0,9,4,1
180,0,0,0,1
180,0,1,0,1
240,0,0,3,1
230,0,0,9,1
240,0,0,0,1
180,0,0,11,1
180,0,0,0,1
180,0,0,0,1
240,0,0,0,1
180,0,0,0,1
180,0,0,0,1
180,0,0,0,1
180,0,2,10,1
180,0,0,0,1
180,0,0,0,1
180,0,0,0,1
180,0,0,8,1
180,0,0,0,1
240,0,0,12,1
240,0,0,0,1
180,0,0,0,1
240,0,0,4,1
229,0,0,12,1
41,0,0,0,2
75,0,0,0,2
215,0,0,0,2
50,0,0,11,2
57,0,0,0,2
97,0,0,12,2
31,0,0,0,2
203,0,0,0,2
38,0,0,0,2
125,0,9,0,2
180,0,0,0,2
57,0,1,0,2
144,0,0,3,2
92,0,0,0,2
180,0,0,0,2
38,0,0,0,2
175,0,0,0,2
60,0,0,0,2
137,0,0,0,2
83,0,0,0,2
