Time,CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_ZN:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_1:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_2:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_3:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_ZN_4:ATLANTA-HARTSFIELD.JACKSON.INTL.AP_GA_USA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:01:00,1.133019E+03,3.397542E+03,5.555587E-02,2.608860E-01,4.247404E+03,2.213583E+03,2.192256E-01,1.560310E-01,2.522169E+03,1.541203E+03,1.236678E-01,1.183456E-01,4.096139E+03,2.418001E+03,2.008436E-01,1.856727E-01,2.570868E+03,1.641026E+03,1.260556E-01,1.260107E-01
00:02:00,1.132086E+03,3.396597E+03,5.551013E-02,2.608134E-01,4.247149E+03,2.211871E+03,2.192125E-01,1.559103E-01,2.522024E+03,1.540013E+03,1.236607E-01,1.182542E-01,4.095849E+03,2.416261E+03,2.008294E-01,1.855391E-01,2.570725E+03,1.639529E+03,1.260486E-01,1.258958E-01
00:03:00,1.131154E+03,3.395653E+03,5.546441E-02,2.607409E-01,4.246894E+03,2.210172E+03,2.191993E-01,1.557905E-01,2.521880E+03,1.538831E+03,1.236536E-01,1.181634E-01,4.095560E+03,2.414533E+03,2.008152E-01,1.854064E-01,2.570582E+03,1.638041E+03,1.260416E-01,1.257816E-01
00:04:00,1.130222E+03,3.394712E+03,5.541873E-02,2.606686E-01,4.246640E+03,2.208486E+03,2.191862E-01,1.556717E-01,2.521736E+03,1.537656E+03,1.236465E-01,1.180732E-01,4.095271E+03,2.412816E+03,2.008010E-01,1.852746E-01,2.570439E+03,1.636561E+03,1.260345E-01,1.256679E-01
00:05:00,1.129291E+03,3.393772E+03,5.537308E-02,2.605965E-01,4.246385E+03,2.206813E+03,2.191731E-01,1.555538E-01,2.521592E+03,1.536489E+03,1.236395E-01,1.179836E-01,4.094982E+03,2.411111E+03,2.007869E-01,1.851436E-01,2.570296E+03,1.635084E+03,1.260275E-01,1.255545E-01
00:06:00,1.128361E+03,3.392835E+03,5.532746E-02,2.605245E-01,4.246131E+03,2.205153E+03,2.191599E-01,1.554368E-01,2.521448E+03,1.535329E+03,1.236324E-01,1.178945E-01,4.094693E+03,2.409418E+03,2.007727E-01,1.850136E-01,2.570153E+03,1.633615E+03,1.260205E-01,1.254417E-01
00:07:00,1.128367E+03,3.392143E+03,5.532777E-02,2.604714E-01,4.246133E+03,2.203649E+03,2.191600E-01,1.553307E-01,2.521449E+03,1.534222E+03,1.236325E-01,1.178095E-01,4.094695E+03,2.407833E+03,2.007728E-01,1.848919E-01,2.570154E+03,1.632202E+03,1.260206E-01,1.253332E-01
00:08:00,1.128374E+03,3.391452E+03,5.532808E-02,2.604184E-01,4.246135E+03,2.202147E+03,2.191601E-01,1.552249E-01,2.521450E+03,1.533117E+03,1.236325E-01,1.177247E-01,4.094698E+03,2.406249E+03,2.007729E-01,1.847703E-01,2.570155E+03,1.630792E+03,1.260206E-01,1.252249E-01
00:09:00,1.128380E+03,3.390763E+03,5.532838E-02,2.603655E-01,4.246137E+03,2.200649E+03,2.191602E-01,1.551193E-01,2.521451E+03,1.532014E+03,1.236326E-01,1.176399E-01,4.094700E+03,2.404669E+03,2.007730E-01,1.846489E-01,2.570156E+03,1.629385E+03,1.260207E-01,1.251169E-01
00:10:00,1.128386E+03,3.390076E+03,5.532869E-02,2.603127E-01,4.246138E+03,2.199153E+03,2.191603E-01,1.550139E-01,2.521452E+03,1.530912E+03,1.236326E-01,1.175554E-01,4.094702E+03,2.403091E+03,2.007731E-01,1.845278E-01,2.570157E+03,1.627981E+03,1.260207E-01,1.250091E-01
00:11:00,1.128392E+03,3.389391E+03,5.532899E-02,2.602601E-01,4.246140E+03,2.197660E+03,2.191604E-01,1.549086E-01,2.521453E+03,1.529812E+03,1.236327E-01,1.174709E-01,4.094704E+03,2.401516E+03,2.007733E-01,1.844068E-01,2.570158E+03,1.626580E+03,1.260208E-01,1.249015E-01
00:12:00,1.128398E+03,3.388708E+03,5.532930E-02,2.602076E-01,4.246142E+03,2.196170E+03,2.191605E-01,1.548036E-01,2.521454E+03,1.528714E+03,1.236327E-01,1.173866E-01,4.094706E+03,2.399943E+03,2.007734E-01,1.842861E-01,2.570159E+03,1.625182E+03,1.260208E-01,1.247941E-01
00:13:00,1.128405E+03,3.388026E+03,5.532960E-02,2.601553E-01,4.246144E+03,2.194683E+03,2.191606E-01,1.546988E-01,2.521456E+03,1.527617E+03,1.236328E-01,1.173024E-01,4.094708E+03,2.398373E+03,2.007735E-01,1.841655E-01,2.570160E+03,1.623787E+03,1.260209E-01,1.246870E-01
00:14:00,1.128411E+03,3.387347E+03,5.532990E-02,2.601031E-01,4.246146E+03,2.193199E+03,2.191607E-01,1.545941E-01,2.521457E+03,1.526523E+03,1.236328E-01,1.172183E-01,4.094710E+03,2.396806E+03,2.007736E-01,1.840451E-01,2.570162E+03,1.622396E+03,1.260209E-01,1.245802E-01
00:15:00,1.128417E+03,3.386668E+03,5.533021E-02,2.600510E-01,4.246147E+03,2.191717E+03,2.191608E-01,1.544897E-01,2.521458E+03,1.525430E+03,1.236329E-01,1.171344E-01,4.094713E+03,2.395241E+03,2.007737E-01,1.839250E-01,2.570163E+03,1.621008E+03,1.260210E-01,1.244736E-01
00:16:00,1.128423E+03,3.385992E+03,5.533051E-02,2.599991E-01,4.246149E+03,2.190238E+03,2.191609E-01,1.543855E-01,2.521459E+03,1.524338E+03,1.236329E-01,1.170506E-01,4.094715E+03,2.393678E+03,2.007738E-01,1.838050E-01,2.570164E+03,1.619623E+03,1.260211E-01,1.243673E-01
00:17:00,1.128429E+03,3.385317E+03,5.533082E-02,2.599473E-01,4.246151E+03,2.188762E+03,2.191610E-01,1.542814E-01,2.521460E+03,1.523249E+03,1.236330E-01,1.169669E-01,4.094717E+03,2.392118E+03,2.007739E-01,1.836852E-01,2.570165E+03,1.618241E+03,1.260211E-01,1.242612E-01
00:18:00,1.128436E+03,3.384645E+03,5.533112E-02,2.598956E-01,4.246153E+03,2.187288E+03,2.191611E-01,1.541775E-01,2.521461E+03,1.522161E+03,1.236331E-01,1.168834E-01,4.094719E+03,2.390561E+03,2.007740E-01,1.835656E-01,2.570166E+03,1.616862E+03,1.260212E-01,1.241553E-01
00:19:00,1.128442E+03,3.383973E+03,5.533142E-02,2.598441E-01,4.246155E+03,2.185817E+03,2.191611E-01,1.540738E-01,2.521462E+03,1.521074E+03,1.236331E-01,1.168000E-01,4.094721E+03,2.389006E+03,2.007741E-01,1.834462E-01,2.570167E+03,1.615487E+03,1.260212E-01,1.240497E-01
00:20:00,1.128448E+03,3.383304E+03,5.533172E-02,2.597927E-01,4.246156E+03,2.184349E+03,2.191612E-01,1.539703E-01,2.521463E+03,1.519990E+03,1.236332E-01,1.167167E-01,4.094723E+03,2.387453E+03,2.007742E-01,1.833270E-01,2.570168E+03,1.614115E+03,1.260213E-01,1.239444E-01
00:21:00,1.128454E+03,3.382636E+03,5.533203E-02,2.597414E-01,4.246158E+03,2.182883E+03,2.191613E-01,1.538670E-01,2.521464E+03,1.518907E+03,1.236332E-01,1.166335E-01,4.094725E+03,2.385903E+03,2.007743E-01,1.832079E-01,2.570169E+03,1.612747E+03,1.260213E-01,1.238393E-01
00:22:00,1.128460E+03,3.381970E+03,5.533233E-02,2.596902E-01,4.246160E+03,2.181419E+03,2.191614E-01,1.537638E-01,2.521465E+03,1.517825E+03,1.236333E-01,1.165505E-01,4.094727E+03,2.384355E+03,2.007744E-01,1.830891E-01,2.570170E+03,1.611381E+03,1.260214E-01,1.237344E-01
00:23:00,1.128467E+03,3.381305E+03,5.533263E-02,2.596392E-01,4.246162E+03,2.179959E+03,2.191615E-01,1.536609E-01,2.521466E+03,1.516746E+03,1.236333E-01,1.164676E-01,4.094729E+03,2.382810E+03,2.007745E-01,1.829705E-01,2.570171E+03,1.610019E+03,1.260214E-01,1.236298E-01
00:24:00,1.128473E+03,3.380642E+03,5.533293E-02,2.595883E-01,4.246164E+03,2.178500E+03,2.191616E-01,1.535581E-01,2.521467E+03,1.515668E+03,1.236334E-01,1.163848E-01,4.094732E+03,2.381268E+03,2.007746E-01,1.828520E-01,2.570172E+03,1.608660E+03,1.260215E-01,1.235255E-01
00:25:00,1.128479E+03,3.379981E+03,5.533324E-02,2.595375E-01,4.246165E+03,2.177044E+03,2.191617E-01,1.534555E-01,2.521469E+03,1.514591E+03,1.236334E-01,1.163021E-01,4.094734E+03,2.379727E+03,2.007747E-01,1.827337E-01,2.570173E+03,1.607305E+03,1.260215E-01,1.234214E-01
00:26:00,1.128485E+03,3.379321E+03,5.533354E-02,2.594869E-01,4.246167E+03,2.175591E+03,2.191618E-01,1.533530E-01,2.521470E+03,1.513516E+03,1.236335E-01,1.162196E-01,4.094736E+03,2.378189E+03,2.007748E-01,1.826156E-01,2.570174E+03,1.605952E+03,1.260216E-01,1.233175E-01
00:27:00,1.128491E+03,3.378663E+03,5.533384E-02,2.594363E-01,4.246169E+03,2.174140E+03,2.191619E-01,1.532508E-01,2.521471E+03,1.512443E+03,1.236335E-01,1.161372E-01,4.094738E+03,2.376654E+03,2.007749E-01,1.824977E-01,2.570175E+03,1.604603E+03,1.260216E-01,1.232139E-01
00:28:00,1.128497E+03,3.378006E+03,5.533414E-02,2.593859E-01,4.246171E+03,2.172692E+03,2.191620E-01,1.531487E-01,2.521472E+03,1.511371E+03,1.236336E-01,1.160549E-01,4.094740E+03,2.375121E+03,2.007750E-01,1.823800E-01,2.570177E+03,1.603257E+03,1.260217E-01,1.231106E-01
00:29:00,1.128503E+03,3.377351E+03,5.533444E-02,2.593356E-01,4.246172E+03,2.171246E+03,2.191621E-01,1.530467E-01,2.521473E+03,1.510301E+03,1.236336E-01,1.159727E-01,4.094742E+03,2.373590E+03,2.007751E-01,1.822625E-01,2.570178E+03,1.601914E+03,1.260217E-01,1.230074E-01
00:30:00,1.128510E+03,3.376698E+03,5.533474E-02,2.592854E-01,4.246174E+03,2.169802E+03,2.191622E-01,1.529450E-01,2.521474E+03,1.509233E+03,1.236337E-01,1.158906E-01,4.094744E+03,2.372062E+03,2.007752E-01,1.821451E-01,2.570179E+03,1.600574E+03,1.260218E-01,1.229046E-01
00:31:00,1.128516E+03,3.376046E+03,5.533504E-02,2.592354E-01,4.246176E+03,2.168361E+03,2.191623E-01,1.528434E-01,2.521475E+03,1.508166E+03,1.236337E-01,1.158087E-01,4.094746E+03,2.370536E+03,2.007753E-01,1.820279E-01,2.570180E+03,1.599237E+03,1.260218E-01,1.228019E-01
00:32:00,1.128522E+03,3.375395E+03,5.533534E-02,2.591854E-01,4.246178E+03,2.166922E+03,2.191623E-01,1.527420E-01,2.521476E+03,1.507100E+03,1.236338E-01,1.157269E-01,4.094748E+03,2.369012E+03,2.007754E-01,1.819109E-01,2.570181E+03,1.597904E+03,1.260219E-01,1.226995E-01
00:33:00,1.128528E+03,3.374747E+03,5.533564E-02,2.591356E-01,4.246179E+03,2.165486E+03,2.191624E-01,1.526407E-01,2.521477E+03,1.506036E+03,1.236338E-01,1.156452E-01,4.094751E+03,2.367491E+03,2.007755E-01,1.817941E-01,2.570182E+03,1.596574E+03,1.260219E-01,1.225974E-01
00:34:00,1.128534E+03,3.374099E+03,5.533594E-02,2.590859E-01,4.246181E+03,2.164052E+03,2.191625E-01,1.525396E-01,2.521478E+03,1.504974E+03,1.236339E-01,1.155636E-01,4.094753E+03,2.365972E+03,2.007756E-01,1.816775E-01,2.570183E+03,1.595246E+03,1.260220E-01,1.224954E-01
00:35:00,1.128540E+03,3.373453E+03,5.533624E-02,2.590363E-01,4.246183E+03,2.162620E+03,2.191626E-01,1.524387E-01,2.521479E+03,1.503913E+03,1.236339E-01,1.154822E-01,4.094755E+03,2.364455E+03,2.007757E-01,1.815610E-01,2.570184E+03,1.593922E+03,1.260220E-01,1.223938E-01
00:36:00,1.128546E+03,3.372809E+03,5.533654E-02,2.589868E-01,4.246185E+03,2.161190E+03,2.191627E-01,1.523379E-01,2.521480E+03,1.502854E+03,1.236340E-01,1.154008E-01,4.094757E+03,2.362940E+03,2.007758E-01,1.814447E-01,2.570185E+03,1.592601E+03,1.260221E-01,1.222923E-01
00:37:00,1.128552E+03,3.372166E+03,5.533684E-02,2.589374E-01,4.246187E+03,2.159763E+03,2.191628E-01,1.522373E-01,2.521481E+03,1.501796E+03,1.236341E-01,1.153196E-01,4.094759E+03,2.361428E+03,2.007759E-01,1.813286E-01,2.570186E+03,1.591283E+03,1.260222E-01,1.221911E-01
00:38:00,1.128558E+03,3.371524E+03,5.533714E-02,2.588882E-01,4.246188E+03,2.158338E+03,2.191629E-01,1.521369E-01,2.521482E+03,1.500740E+03,1.236341E-01,1.152385E-01,4.094761E+03,2.359918E+03,2.007760E-01,1.812127E-01,2.570187E+03,1.589967E+03,1.260222E-01,1.220901E-01
00:39:00,1.128565E+03,3.370884E+03,5.533744E-02,2.588390E-01,4.246190E+03,2.156915E+03,2.191630E-01,1.520366E-01,2.521483E+03,1.499685E+03,1.236342E-01,1.151575E-01,4.094763E+03,2.358411E+03,2.007761E-01,1.810969E-01,2.570188E+03,1.588655E+03,1.260223E-01,1.219893E-01
00:40:00,1.128571E+03,3.370246E+03,5.533774E-02,2.587900E-01,4.246192E+03,2.155495E+03,2.191631E-01,1.519365E-01,2.521485E+03,1.498632E+03,1.236342E-01,1.150766E-01,4.094765E+03,2.356905E+03,2.007763E-01,1.809813E-01,2.570189E+03,1.587346E+03,1.260223E-01,1.218888E-01
00:41:00,1.128577E+03,3.369608E+03,5.533803E-02,2.587411E-01,4.246194E+03,2.154076E+03,2.191632E-01,1.518365E-01,2.521486E+03,1.497580E+03,1.236343E-01,1.149959E-01,4.094767E+03,2.355402E+03,2.007764E-01,1.808659E-01,2.570190E+03,1.586040E+03,1.260224E-01,1.217885E-01
00:42:00,1.128583E+03,3.368973E+03,5.533833E-02,2.586922E-01,4.246195E+03,2.152660E+03,2.191633E-01,1.517367E-01,2.521487E+03,1.496530E+03,1.236343E-01,1.149152E-01,4.094769E+03,2.353901E+03,2.007765E-01,1.807506E-01,2.570191E+03,1.584736E+03,1.260224E-01,1.216884E-01
00:43:00,1.128589E+03,3.368338E+03,5.533863E-02,2.586435E-01,4.246197E+03,2.151246E+03,2.191633E-01,1.516370E-01,2.521488E+03,1.495481E+03,1.236344E-01,1.148347E-01,4.094771E+03,2.352402E+03,2.007766E-01,1.806355E-01,2.570192E+03,1.583436E+03,1.260225E-01,1.215886E-01
00:44:00,1.128595E+03,3.367705E+03,5.533893E-02,2.585949E-01,4.246199E+03,2.149835E+03,2.191634E-01,1.515375E-01,2.521489E+03,1.494434E+03,1.236344E-01,1.147543E-01,4.094773E+03,2.350906E+03,2.007767E-01,1.805206E-01,2.570193E+03,1.582138E+03,1.260225E-01,1.214889E-01
00:45:00,1.128601E+03,3.367073E+03,5.533923E-02,2.585464E-01,4.246201E+03,2.148425E+03,2.191635E-01,1.514381E-01,2.521490E+03,1.493388E+03,1.236345E-01,1.146740E-01,4.094776E+03,2.349411E+03,2.007768E-01,1.804058E-01,2.570195E+03,1.580844E+03,1.260226E-01,1.213895E-01
00:46:00,1.128607E+03,3.366443E+03,5.533952E-02,2.584980E-01,4.246202E+03,2.147018E+03,2.191636E-01,1.513389E-01,2.521491E+03,1.492343E+03,1.236345E-01,1.145938E-01,4.094778E+03,2.347919E+03,2.007769E-01,1.802912E-01,2.570196E+03,1.579552E+03,1.260226E-01,1.212903E-01
00:47:00,1.128613E+03,3.365814E+03,5.533982E-02,2.584497E-01,4.246204E+03,2.145613E+03,2.191637E-01,1.512399E-01,2.521492E+03,1.491301E+03,1.236346E-01,1.145137E-01,4.094780E+03,2.346429E+03,2.007770E-01,1.801769E-01,2.570197E+03,1.578263E+03,1.260227E-01,1.211914E-01
00:48:00,1.128619E+03,3.365187E+03,5.534012E-02,2.584015E-01,4.246206E+03,2.144210E+03,2.191638E-01,1.511410E-01,2.521493E+03,1.490259E+03,1.236346E-01,1.144337E-01,4.094782E+03,2.344941E+03,2.007771E-01,1.800626E-01,2.570198E+03,1.576977E+03,1.260227E-01,1.210926E-01
00:49:00,1.128625E+03,3.364561E+03,5.534041E-02,2.583535E-01,4.246208E+03,2.142809E+03,2.191639E-01,1.510423E-01,2.521494E+03,1.489219E+03,1.236347E-01,1.143539E-01,4.094784E+03,2.343456E+03,2.007772E-01,1.799485E-01,2.570199E+03,1.575694E+03,1.260228E-01,1.209941E-01
00:50:00,1.128631E+03,3.363936E+03,5.534071E-02,2.583055E-01,4.246209E+03,2.141410E+03,2.191640E-01,1.509437E-01,2.521495E+03,1.488181E+03,1.236347E-01,1.142741E-01,4.094786E+03,2.341973E+03,2.007773E-01,1.798346E-01,2.570200E+03,1.574414E+03,1.260228E-01,1.208958E-01
00:51:00,1.128637E+03,3.363312E+03,5.534101E-02,2.582576E-01,4.246211E+03,2.140014E+03,2.191641E-01,1.508452E-01,2.521496E+03,1.487144E+03,1.236348E-01,1.141945E-01,4.094788E+03,2.340491E+03,2.007774E-01,1.797209E-01,2.570201E+03,1.573136E+03,1.260229E-01,1.207977E-01
00:52:00,1.128643E+03,3.362690E+03,5.534130E-02,2.582098E-01,4.246213E+03,2.138619E+03,2.191642E-01,1.507469E-01,2.521497E+03,1.486108E+03,1.236348E-01,1.141149E-01,4.094790E+03,2.339012E+03,2.007775E-01,1.796073E-01,2.570202E+03,1.571862E+03,1.260229E-01,1.206998E-01
00:53:00,1.128649E+03,3.362069E+03,5.534160E-02,2.581621E-01,4.246215E+03,2.137226E+03,2.191642E-01,1.506488E-01,2.521498E+03,1.485073E+03,1.236349E-01,1.140355E-01,4.094792E+03,2.337535E+03,2.007776E-01,1.794939E-01,2.570203E+03,1.570589E+03,1.260230E-01,1.206021E-01
00:54:00,1.128655E+03,3.361449E+03,5.534189E-02,2.581145E-01,4.246216E+03,2.135836E+03,2.191643E-01,1.505507E-01,2.521499E+03,1.484040E+03,1.236349E-01,1.139562E-01,4.094794E+03,2.336059E+03,2.007777E-01,1.793806E-01,2.570204E+03,1.569320E+03,1.260230E-01,1.205046E-01
00:55:00,1.128661E+03,3.360831E+03,5.534219E-02,2.580670E-01,4.246218E+03,2.134447E+03,2.191644E-01,1.504529E-01,2.521500E+03,1.483009E+03,1.236350E-01,1.138770E-01,4.094796E+03,2.334586E+03,2.007778E-01,1.792674E-01,2.570205E+03,1.568053E+03,1.260231E-01,1.204074E-01
00:56:00,1.128667E+03,3.360213E+03,5.534248E-02,2.580196E-01,4.246220E+03,2.133061E+03,2.191645E-01,1.503551E-01,2.521501E+03,1.481978E+03,1.236350E-01,1.137979E-01,4.094798E+03,2.333115E+03,2.007779E-01,1.791545E-01,2.570206E+03,1.566789E+03,1.260231E-01,1.203103E-01
00:57:00,1.128673E+03,3.359597E+03,5.534278E-02,2.579723E-01,4.246221E+03,2.131676E+03,2.191646E-01,1.502575E-01,2.521502E+03,1.480950E+03,1.236351E-01,1.137188E-01,4.094800E+03,2.331646E+03,2.007780E-01,1.790417E-01,2.570207E+03,1.565528E+03,1.260232E-01,1.202134E-01
00:58:00,1.128679E+03,3.358982E+03,5.534307E-02,2.579251E-01,4.246223E+03,2.130293E+03,2.191647E-01,1.501601E-01,2.521503E+03,1.479922E+03,1.236351E-01,1.136399E-01,4.094802E+03,2.330178E+03,2.007781E-01,1.789290E-01,2.570208E+03,1.564269E+03,1.260232E-01,1.201168E-01
00:59:00,1.128685E+03,3.358369E+03,5.534337E-02,2.578780E-01,4.246225E+03,2.128913E+03,2.191648E-01,1.500627E-01,2.521505E+03,1.478896E+03,1.236352E-01,1.135611E-01,4.094804E+03,2.328713E+03,2.007782E-01,1.788165E-01,2.570209E+03,1.563013E+03,1.260233E-01,1.200203E-01
01:00:00,1.128691E+03,3.357756E+03,5.534366E-02,2.578310E-01,4.246227E+03,2.127534E+03,2.191649E-01,1.499656E-01,2.521506E+03,1.477871E+03,1.236352E-01,1.134824E-01,4.094806E+03,2.327250E+03,2.007783E-01,1.787041E-01,2.570210E+03,1.561759E+03,1.260233E-01,1.199240E-01
01:01:00,1.128697E+03,3.357145E+03,5.534396E-02,2.577841E-01,4.246228E+03,2.126177E+03,2.191650E-01,1.498699E-01,2.521507E+03,1.476860E+03,1.236353E-01,1.134048E-01,4.094808E+03,2.325808E+03,2.007784E-01,1.785934E-01,2.570211E+03,1.560520E+03,1.260234E-01,1.198289E-01
01:02:00,1.128703E+03,3.356535E+03,5.534425E-02,2.577372E-01,4.246230E+03,2.124843E+03,2.191650E-01,1.497759E-01,2.521508E+03,1.475863E+03,1.236353E-01,1.133283E-01,4.094811E+03,2.324388E+03,2.007785E-01,1.784844E-01,2.570212E+03,1.559297E+03,1.260234E-01,1.197350E-01
01:03:00,1.128709E+03,3.355926E+03,5.534454E-02,2.576905E-01,4.246232E+03,2.123531E+03,2.191651E-01,1.496834E-01,2.521509E+03,1.474881E+03,1.236354E-01,1.132528E-01,4.094813E+03,2.322992E+03,2.007786E-01,1.783771E-01,2.570213E+03,1.558090E+03,1.260235E-01,1.196423E-01
01:04:00,1.128715E+03,3.355319E+03,5.534484E-02,2.576438E-01,4.246234E+03,2.122242E+03,2.191652E-01,1.495925E-01,2.521510E+03,1.473913E+03,1.236354E-01,1.131785E-01,4.094815E+03,2.321618E+03,2.007787E-01,1.782716E-01,2.570214E+03,1.556898E+03,1.260235E-01,1.195508E-01
01:05:00,1.128721E+03,3.354712E+03,5.534513E-02,2.575972E-01,4.246235E+03,2.120975E+03,2.191653E-01,1.495032E-01,2.521511E+03,1.472960E+03,1.236355E-01,1.131053E-01,4.094817E+03,2.320267E+03,2.007788E-01,1.781679E-01,2.570215E+03,1.555722E+03,1.260236E-01,1.194605E-01
01:06:00,1.128727E+03,3.354107E+03,5.534542E-02,2.575508E-01,4.246237E+03,2.119732E+03,2.191654E-01,1.494156E-01,2.521512E+03,1.472021E+03,1.236355E-01,1.130333E-01,4.094819E+03,2.318939E+03,2.007789E-01,1.780660E-01,2.570216E+03,1.554563E+03,1.260236E-01,1.193714E-01
01:07:00,1.128733E+03,3.353503E+03,5.534572E-02,2.575044E-01,4.246239E+03,2.118491E+03,2.191655E-01,1.493281E-01,2.521513E+03,1.471085E+03,1.236356E-01,1.129614E-01,4.094821E+03,2.317615E+03,2.007790E-01,1.779643E-01,2.570217E+03,1.553407E+03,1.260237E-01,1.192827E-01
01:08:00,1.128739E+03,3.352900E+03,5.534601E-02,2.574581E-01,4.246240E+03,2.117253E+03,2.191656E-01,1.492409E-01,2.521514E+03,1.470150E+03,1.236356E-01,1.128896E-01,4.094823E+03,2.316295E+03,2.007791E-01,1.778629E-01,2.570218E+03,1.552254E+03,1.260237E-01,1.191942E-01
01:09:00,1.128745E+03,3.352298E+03,5.534630E-02,2.574119E-01,4.246242E+03,2.116017E+03,2.191657E-01,1.491538E-01,2.521515E+03,1.469217E+03,1.236357E-01,1.128180E-01,4.094825E+03,2.314977E+03,2.007792E-01,1.777617E-01,2.570219E+03,1.551104E+03,1.260238E-01,1.191059E-01
01:10:00,1.128751E+03,3.351698E+03,5.534659E-02,2.573658E-01,4.246244E+03,2.114785E+03,2.191658E-01,1.490669E-01,2.521516E+03,1.468287E+03,1.236357E-01,1.127465E-01,4.094827E+03,2.313662E+03,2.007793E-01,1.776607E-01,2.570220E+03,1.549958E+03,1.260238E-01,1.190179E-01
01:11:00,1.128757E+03,3.351098E+03,5.534689E-02,2.573197E-01,4.246246E+03,2.113554E+03,2.191658E-01,1.489801E-01,2.521517E+03,1.467358E+03,1.236358E-01,1.126752E-01,4.094829E+03,2.312349E+03,2.007794E-01,1.775599E-01,2.570222E+03,1.548814E+03,1.260239E-01,1.189300E-01
01:12:00,1.128763E+03,3.350500E+03,5.534718E-02,2.572738E-01,4.246247E+03,2.112326E+03,2.191659E-01,1.488936E-01,2.521518E+03,1.466430E+03,1.236358E-01,1.126040E-01,4.094831E+03,2.311040E+03,2.007795E-01,1.774594E-01,2.570223E+03,1.547674E+03,1.260239E-01,1.188425E-01
01:13:00,1.128769E+03,3.349903E+03,5.534747E-02,2.572280E-01,4.246249E+03,2.111100E+03,2.191660E-01,1.488072E-01,2.521519E+03,1.465505E+03,1.236359E-01,1.125329E-01,4.094833E+03,2.309733E+03,2.007796E-01,1.773590E-01,2.570224E+03,1.546536E+03,1.260240E-01,1.187551E-01
01:14:00,1.128775E+03,3.349307E+03,5.534776E-02,2.571822E-01,4.246251E+03,2.109877E+03,2.191661E-01,1.487209E-01,2.521520E+03,1.464581E+03,1.236359E-01,1.124620E-01,4.094835E+03,2.308429E+03,2.007797E-01,1.772589E-01,2.570225E+03,1.545402E+03,1.260240E-01,1.186680E-01
